,Unnamed: 0,review_title,review,rate,category,rating,Polarity,Analysis,summarization
442,442,Just wow!,I got this weight machine on April 25. The building and Finishing is top notch. The front upper part where you will put your feet is made of somekind of toughened glass of about 0.6cm thickness. It has a appropriately sized digital display of 6cmx2.5cm. The number letters are yellow in color with a navy blue color background. The design of the front part is really nice and eyecatching. The product dimension as I measured is around 28cmx23cm with rounded edges. The rear side as you can see in ...READ MORE,5Just wow!,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.2625,Positive, I got this weight machine on April 25. The building and Finishing is top notch. The front upper part where you will put your feet is made of somekind of toughened glass of about 0.6cm thickness. It has a appropriately sized digital display of 6cmx2.5cm. The number letters are yellow in color with a navy blue color background. The design of the front part is really nice and eyecatching. The product dimension as I measured is around 28cmx23cm with rounded edges. The rear side as you can see in ...READ MORE
443,443,Super!,Dr trust an awesome weighing machine build quality is nice good product and the price is reasonable shows the weight correctly minimum weight 5 kg maximum weight I can check up to 180 kg the package was nice the packing condition was good Flipkart delivery in time as they agreed they gave the thermometer and tape extra with the weighing machine  simply superb every penny worth give five star wonderful to all you guys without thinking Just Go With It mind-boggling.READ MORE,5Super!,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.6,Positive, Dr trust an awesome weighing machine build quality is nice good product and the price is reasonable shows the weight correctly minimum weight 5 kg maximum weight I can check up to 180 kg the package was nice the packing condition was good Flipkart delivery in time as they agreed they gave the thermometer and tape extra with the weighing machine  simply superb every penny worth give five star wonderful to all you guys without thinking Just Go With It mind-boggling.READ MORE
444,444,Classy product,"I searched for many products for digital weighing scale online, but trust me guys this is the best deal I have found here. Thanks Flipkart. it is exactly what you see in the description. Classy, No removable battery, just recharge using usb and use it. Totally happy with the quality. Don't think twice. Just buy it. You will definitely love it like me.READ MORE",5Classy product,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.42777777777777776,Positive," I searched for many products for digital weighing scale online, but trust me guys this is the best deal I have found here. Thanks Flipkart. it is exactly what you see in the description. Classy, No removable battery, just recharge using usb and use it. Totally happy with the quality. Don't think twice. Just buy it. You will definitely love it like me.READ MORE"
445,445,Awesome,"Excellent product , received it in very good condition and good packing by the seller. Also there was a complimentary items inside the box (Thermometer 1no and Fixable Measurement Tape).overall product is very good.READ MORE",5Awesome,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.6016666666666667,Positive," Excellent product , received it in very good condition and good packing by the seller. Also there was a complimentary items inside the box (Thermometer 1no and Fixable Measurement Tape).overall product is very good.READ MORE"
446,446,Fabulous!,"Precise & Sober I liked the product, as it  shows perfect weight and room temperature. Also Got complementary measuring tape and thermometer. Worth to buy.READ MORE",5Fabulous!,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.48333333333333334,Positive," Precise & Sober I liked the product, as it  shows perfect weight and room temperature. Also Got complementary measuring tape and thermometer."
447,447,Delightful,My first product is rip in just 3 week. But the best think & experience of mine is I called customer care for that issue they quickly respond me by exchange that product. Wow it's really easy by solving problems. Yes now I must say that will Trust as Dr. Trust. Go for it. Jai hind.READ MORE,4Delightful,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,4,0.4361111111111111,Positive, My first product is rip in just 3 week. But the best think & experience of mine is I called customer care for that issue they quickly respond me by exchange that product. Wow it's really easy by solving problems. Yes now I must say that will Trust as Dr. Trust. Jai hind.READ MORE
448,448,Super!,i just bought it....till now it shows great accuracy easy to use...in my point of view best product in this sort of priceREAD MORE,5Super!,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.6833333333333333,Positive, i just bought it....till now it shows great accuracy easy to use...in my point of view best product in this sort of priceREAD MORE
449,449,Terrific,Nice weighting Machine scale. Free gifts are good too. But showing different readings sometimes. Overall nice value for money product.READ MORE,5Terrific,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.39999999999999997,Positive, Nice weighting Machine scale. Free gifts are good too. But showing different readings sometimes. Overall nice value for money product.READ MORE
450,450,Super!,Dr. Trust is a good weight scale I bought for 1199rs comes with Digital and rechargable. The weight accuracy is too good & shows room temperature with absolutely perfect. and battery backup is awesome. I recommend who are looking for weight machine should buy this.READ MORE,5Super!,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.65,Positive, Dr. Trust is a good weight scale I bought for 1199rs comes with Digital and rechargable. The weight accuracy is too good & shows room temperature with absolutely perfect. I recommend who are looking for weight machine should buy this.READ MORE
451,451,Awesome,Very nice product from Drtrust .The measurement from the device is accurate and it have also free measurement tape of length 150 cm which is very useful and the tape is made of plastic ; so it wont get very dirty.The look of the device is very stylIsh  and attractive .and it also have free thermometer . Very cool product ; EVERYONE SHOULD HAVE ONE !!!!READ MORE,5Awesome,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,5,0.552,Positive, Very nice product from Drtrust .The measurement from the device is accurate and it have also free measurement tape of length 150 cm which is very useful and the tape is made of plastic ; so it wont get very dirty.The look of the device is very stylIsh  and attractive .and it also have free thermometer . Very cool product ; EVERYONE SHOULD HAVE ONE !
